ORF_ID,Original_Score,Modified_Score,Length,Status
NZ_CP009187.1_1376975,245.7959,409.6598,528,TP
NZ_CP009187.1_1380683,1238.5065,2064.1775,1182,TP
NZ_CP009187.1_1383212,937.3602,1562.2670,990,TP
NZ_CP009187.1_1384277,134.3222,223.8704,261,TP
NZ_CP009187.1_1407410,294.7597,491.2662,828,TP
NZ_CP009187.1_1424750,512.3466,853.9109,543,TP
NZ_CP009187.1_1426265,979.6308,1632.7180,1152,TP
NZ_CP009187.1_1437908,733.2682,1222.1136,999,TP
NZ_CP009187.1_1448027,1067.8478,1779.7462,1344,TP
NZ_CP009187.1_1449374,1208.0804,2013.4674,1326,TP
NZ_CP009187.1_1451996,478.2655,797.1091,951,TP
NZ_CP009187.1_1455494,885.8192,1476.3654,1074,TP
NZ_CP009187.1_1460243,670.6429,1117.7382,753,TP
NZ_CP009187.1_1461044,147.1649,245.2749,246,TP
NZ_CP009187.1_1461320,308.9956,514.9927,516,TP
NZ_CP009187.1_1461842,1562.1106,2603.5176,1341,TP
NZ_CP009187.1_1467314,519.9506,866.5842,366,TP
NZ_CP009187.1_1470320,776.6440,1294.4066,1257,TP
NZ_CP009187.1_1494563,4320.8452,7201.4087,2592,TP
NZ_CP009187.1_1501598,599.7675,999.6124,1035,TP
NZ_CP009187.1_1504355,404.8328,674.7213,723,TP
NZ_CP009187.1_1513046,2638.9636,4398.2725,2580,TP
NZ_CP009187.1_1543358,1114.7994,1857.9990,1470,TP
NZ_CP009187.1_1547831,766.9432,1278.2386,1320,TP
NZ_CP009187.1_1553231,811.8591,1353.0985,960,TP
NZ_CP009187.1_1555970,1114.8937,1858.1561,1131,TP
NZ_CP009187.1_1561463,110.2943,183.8238,309,TP
NZ_CP009187.1_1564400,332.0591,553.4318,627,TP
NZ_CP009187.1_1566824,1575.4000,2625.6667,1212,TP
NZ_CP009187.1_1585193,844.3553,1407.2588,1020,TP
NZ_CP009187.1_1591670,281.2628,468.7714,483,TP
NZ_CP009187.1_1595978,674.8397,1124.7328,906,TP
NZ_CP009187.1_1606385,1682.1876,2803.6460,1587,TP
NZ_CP009187.1_1613306,1172.4285,1954.0474,1020,TP
NZ_CP009187.1_1617836,146.1827,243.6378,234,TP
NZ_CP009187.1_1649525,1220.9026,2034.8376,1194,TP
NZ_CP009187.1_1651517,1226.1490,2043.5817,1254,TP
NZ_CP009187.1_1653230,473.2590,788.7650,348,TP
NZ_CP009187.1_1656962,1840.3982,3067.3303,1974,TP
NZ_CP009187.1_1660655,2010.7529,3351.2549,1629,TP
NZ_CP009187.1_1662380,72.7495,121.2492,192,TP
NZ_CP009187.1_1675016,628.6812,1047.8020,1035,TP
NZ_CP009187.1_1679321,601.2173,1002.0289,1308,TP
NZ_CP009187.1_1682156,1881.2294,3135.3823,1848,TP
NZ_CP009187.1_1684004,3386.7300,5644.5498,2253,TP
NZ_CP009187.1_1686569,137.9945,229.9908,318,TP
NZ_CP009187.1_1687940,912.4360,1520.7266,1290,TP
NZ_CP009187.1_1692923,347.6866,579.4777,900,TP
NZ_CP009187.1_1704092,738.2033,1230.3389,969,TP
NZ_CP009187.1_1717652,698.4313,1164.0521,1044,TP
NZ_CP009187.1_1720016,424.7244,707.8740,786,TP
NZ_CP009187.1_1732472,335.8612,559.7686,567,TP
NZ_CP009187.1_1733609,784.0894,1306.8156,1128,TP
NZ_CP009187.1_1742243,404.8419,674.7365,609,TP
NZ_CP009187.1_1745063,776.1996,1293.6659,1026,TP
NZ_CP009187.1_1760174,115.9672,193.2787,381,TP
NZ_CP009187.1_1760996,331.9750,553.2917,609,TP
NZ_CP009187.1_1762946,349.7256,582.8760,447,TP
NZ_CP009187.1_1776701,1035.0054,1725.0089,1161,TP
NZ_CP009187.1_1791569,282.3366,470.5610,666,TP
NZ_CP009187.1_1794755,1094.5925,1824.3208,1050,TP
NZ_CP009187.1_1802663,286.2837,477.1395,621,TP
NZ_CP009187.1_1803293,658.0637,1096.7727,738,TP
NZ_CP009187.1_1811093,1236.0469,2060.0781,1266,TP
NZ_CP009187.1_1835012,895.1034,1491.8390,1224,TP
NZ_CP009187.1_1839167,980.1346,1633.5577,1416,TP
NZ_CP009187.1_1853183,431.5941,719.3234,390,TP
NZ_CP009187.1_1855763,503.2814,838.8022,933,TP
NZ_CP009187.1_1867841,994.1647,1656.9412,885,TP
NZ_CP009187.1_1870841,499.3496,832.2494,513,TP
NZ_CP009187.1_1872638,1949.2096,3248.6826,1413,TP
NZ_CP009187.1_1874159,965.9215,1609.8691,1062,TP
NZ_CP009187.1_1888025,1942.0444,3236.7407,3054,TP
NZ_CP009187.1_1896119,105.2852,175.4754,348,TP
NZ_CP009187.1_1900100,56.3954,93.9924,147,TP
NZ_CP009187.1_1901747,222.8592,371.4319,549,TP
NZ_CP009187.1_1903298,887.4791,1479.1318,1122,TP
NZ_CP009187.1_1910585,148.8707,248.1178,225,TP
NZ_CP009187.1_1915526,153.4585,255.7642,384,TP
NZ_CP009187.1_1917755,114.6222,191.0371,177,TP
NZ_CP009187.1_1918745,905.5647,1509.2744,924,TP
NZ_CP009187.1_1921541,1015.2360,1692.0599,1182,TP
NZ_CP009187.1_1922744,656.9042,1094.8403,945,TP
NZ_CP009187.1_1937312,567.6595,946.0992,837,TP
NZ_CP009187.1_1939598,394.3684,657.2806,693,TP
NZ_CP009187.1_1942658,796.4752,1327.4586,915,TP
NZ_CP009187.1_1945640,674.6809,1124.4681,780,TP
NZ_CP009187.1_1953269,425.2864,708.8107,570,TP
NZ_CP009187.1_1957676,1782.3740,2970.6233,1557,TP
NZ_CP009187.1_1965656,128.2862,213.8103,285,TP
NZ_CP009187.1_1999736,107.6216,179.3693,270,TP
NZ_CP009187.1_2002625,929.5283,1549.2139,1245,TP
NZ_CP009187.1_2005160,950.4876,1584.1460,1287,TP
NZ_CP009187.1_2009171,777.3374,1295.5623,819,TP
NZ_CP009187.1_2017739,804.9118,1341.5197,1521,TP
NZ_CP009187.1_2030693,168.3739,280.6232,285,TP
NZ_CP009187.1_2031065,571.1013,951.8354,903,TP
NZ_CP009187.1_2036699,1715.2234,2858.7056,1833,TP
NZ_CP009187.1_2042000,1111.0179,1851.6965,1272,TP
NZ_CP009187.1_2043383,938.4821,1564.1368,1392,TP
NZ_CP009187.1_2049920,864.9341,1441.5568,1230,TP
NZ_CP009187.1_2052968,151.3011,252.1686,321,TP
NZ_CP009187.1_2053442,680.1713,1133.6189,705,TP
NZ_CP009187.1_2056478,459.2960,765.4933,945,TP
NZ_CP009187.1_2070653,237.4871,395.8119,366,TP
NZ_CP009187.1_2073080,375.6812,626.1353,744,TP
NZ_CP009187.1_2075876,3070.2495,5117.0825,2826,TP
NZ_CP009187.1_2096876,190.3652,317.2754,423,TP
NZ_CP009187.1_2097347,205.6880,342.8134,303,TP
NZ_CP009187.1_2099693,471.3168,785.5280,636,TP
NZ_CP009187.1_2109164,261.9068,436.5114,306,TP
NZ_CP009187.1_2124380,335.1771,558.6285,444,TP
NZ_CP009187.1_2136257,833.6432,1389.4053,1143,TP
NZ_CP009187.1_2139740,131.3533,218.9222,408,TP
NZ_CP009187.1_2144939,185.6526,309.4211,309,TP
NZ_CP009187.1_2150363,160.9975,268.3291,405,TP
NZ_CP009187.1_2161565,1241.5288,2069.2146,1197,TP
NZ_CP009187.1_2174066,731.6119,1219.3531,1116,TP
NZ_CP009187.1_2187383,1250.9948,2084.9912,1110,TP
NZ_CP009187.1_2192093,247.4230,412.3716,516,TP
NZ_CP009187.1_2200937,150.2299,250.3832,312,TP
NZ_CP009187.1_2202137,284.5347,474.2245,450,TP
NZ_CP009187.1_2207699,500.8940,834.8232,798,TP
NZ_CP009187.1_2208506,819.5847,1365.9745,816,TP
NZ_CP009187.1_2210600,1254.9818,2091.6362,1029,TP
NZ_CP009187.1_2214122,995.8547,1659.7578,1134,TP
NZ_CP009187.1_2215256,1273.0231,2121.7051,1314,TP
NZ_CP009187.1_2216591,398.6614,664.4356,576,TP
NZ_CP009187.1_2219753,1033.3087,1722.1812,1047,TP
NZ_CP009187.1_2228675,94.4331,157.3885,231,TP
NZ_CP009187.1_2230010,388.8790,648.1316,600,TP
NZ_CP009187.1_2232398,52.0155,86.6924,273,TP
NZ_CP009187.1_2246831,473.3807,788.9678,753,TP
NZ_CP009187.1_2247659,787.7639,1312.9398,783,TP
NZ_CP009187.1_2260523,346.5191,577.5318,621,TP
NZ_CP009187.1_2263997,815.6907,1359.4844,1041,TP
NZ_CP009187.1_2281613,284.2014,473.6690,489,TP
NZ_CP009187.1_2321450,807.0540,1345.0900,1092,TP
NZ_CP009187.1_2322551,736.5482,1227.5802,627,TP
NZ_CP009187.1_2326943,347.4344,579.0574,558,TP
NZ_CP009187.1_2335058,122.0815,203.4691,315,TP
NZ_CP009187.1_2337305,194.6647,324.4413,564,TP
NZ_CP009187.1_2363273,682.1340,1136.8899,834,TP
NZ_CP009187.1_2367710,574.5055,957.5092,732,TP
NZ_CP009187.1_2373833,521.3560,868.9266,624,TP
NZ_CP009187.1_2386292,756.3239,1260.5398,879,TP
NZ_CP009187.1_2390084,76.1384,126.8973,204,TP
NZ_CP009187.1_2397329,579.9843,966.6405,1077,TP
NZ_CP009187.1_2432234,500.1447,833.5744,621,TP
NZ_CP009187.1_2437940,760.4568,1267.4281,1200,TP
NZ_CP009187.1_2443301,778.2335,1297.0558,1284,TP
NZ_CP009187.1_2456900,250.2274,417.0457,612,TP
NZ_CP009187.1_2458469,860.9645,1434.9408,1212,TP
NZ_CP009187.1_2477189,777.3736,1295.6227,1137,TP
NZ_CP009187.1_2486234,507.2330,845.3882,753,TP
NZ_CP009187.1_2487614,2050.1270,3416.8782,1437,TP
NZ_CP009187.1_2498831,1507.6921,2512.8201,1542,TP
NZ_CP009187.1_2506427,523.2839,872.1398,726,TP
NZ_CP009187.1_2507636,462.6049,771.0082,816,TP
NZ_CP009187.1_2512451,4592.6675,7654.4458,2793,TP
NZ_CP009187.1_2516786,650.3150,1083.8583,909,TP
NZ_CP009187.1_2517770,349.8878,583.1464,348,TP
NZ_CP009187.1_2545331,163.5455,272.5757,300,TP
NZ_CP009187.1_2545736,269.2781,448.7968,369,TP
NZ_CP009187.1_2551559,1462.5687,2437.6145,1380,TP
NZ_CP009187.1_2557472,1088.8912,1814.8187,1338,TP
NZ_CP009187.1_2568437,233.9832,389.9720,453,TP
NZ_CP009187.1_2575808,1431.6023,2386.0037,1290,TP
NZ_CP009187.1_2583437,199.1482,331.9137,342,TP
NZ_CP009187.1_2588837,686.3399,1143.8998,873,TP
NZ_CP009187.1_2590517,912.1104,1520.1838,1323,TP
NZ_CP009187.1_2610836,414.4227,690.7044,969,TP
NZ_CP009187.1_2619596,125.8283,209.7139,420,TP
NZ_CP009187.1_2620271,181.0542,301.7570,258,TP
NZ_CP009187.1_2623820,1768.2679,2947.1133,1983,TP
NZ_CP009187.1_2641649,232.9158,388.1931,393,TP
NZ_CP009187.1_2680457,85.3121,142.1869,210,TP
NZ_CP009187.1_2684702,1849.9490,3083.2483,1668,TP
NZ_CP009187.1_2692223,72.2520,120.4199,216,TP
NZ_CP009187.1_2719082,106.6307,177.7179,273,TP
NZ_CP009187.1_2726192,435.3512,725.5853,588,TP
NZ_CP009187.1_2765654,1062.5604,1770.9340,1185,TP
NZ_CP009187.1_2794349,531.8184,886.3639,771,TP
NZ_CP009187.1_2806664,293.6081,489.3468,624,TP
NZ_CP009187.1_2830160,179.9274,299.8790,423,TP
NZ_CP009187.1_2860451,764.4597,1274.0995,693,TP
NZ_CP009187.1_2864519,119.6057,199.3428,315,TP
NZ_CP009187.1_2868605,118.9886,198.3143,258,TP
NZ_CP009187.1_2877125,400.6588,667.7646,621,TP
NZ_CP009187.1_2877917,507.0200,845.0333,624,TP
NZ_CP009187.1_2880074,844.0103,1406.6838,978,TP
NZ_CP009187.1_2883341,857.3884,1428.9807,993,TP
NZ_CP009187.1_2889794,2510.1580,4183.5967,2655,TP
NZ_CP009187.1_2906861,685.2257,1142.0428,879,TP
NZ_CP009187.1_2916359,2176.3257,3627.2095,1350,TP
NZ_CP009187.1_2925491,91.7393,152.8987,246,TP
NZ_CP009187.1_2926985,164.6751,274.4585,495,TP
NZ_CP009187.1_2930069,122.7589,204.5981,288,TP
NZ_CP009187.1_2934197,377.9132,629.8554,675,TP
NZ_CP009187.1_2956892,198.3745,330.6242,540,TP
NZ_CP009187.1_2962712,288.8364,481.3939,678,TP
NZ_CP009187.1_2963585,510.5536,850.9226,657,TP
NZ_CP009187.1_2964404,255.7557,426.2595,447,TP
NZ_CP009187.1_2966909,1613.4351,2689.0583,1497,TP
NZ_CP009187.1_2968640,66.2548,110.4247,192,TP
NZ_CP009187.1_2970122,274.4774,457.4622,432,TP
NZ_CP009187.1_2981852,137.8590,229.7649,234,TP
NZ_CP009187.1_2982698,56.8232,94.7053,282,TP
NZ_CP009187.1_2983895,825.6741,1376.1235,759,TP
NZ_CP009187.1_2984732,381.3932,635.6553,522,TP
NZ_CP009187.1_2986838,528.2792,880.4653,777,TP
NZ_CP009187.1_2987681,1167.3767,1945.6278,1587,TP
NZ_CP009187.1_2990705,196.8462,328.0770,411,TP
NZ_CP009187.1_2996738,716.6874,1194.4790,1317,TP
NZ_CP009187.1_3001982,1929.2062,3215.3435,1287,TP
NZ_CP009187.1_3011915,407.4570,679.0950,708,TP
NZ_CP009187.1_3017834,2821.8025,4703.0039,1587,TP
NZ_CP009187.1_3019457,256.5251,427.5417,429,TP
NZ_CP009187.1_3022460,976.5016,1627.5027,972,TP
NZ_CP009187.1_3023564,797.6372,1329.3953,693,TP
NZ_CP009187.1_3028097,691.9692,1153.2820,1026,TP
NZ_CP009187.1_3029171,553.8259,923.0431,687,TP
NZ_CP009187.1_3031787,583.1645,971.9408,711,TP
NZ_CP009187.1_3043025,1126.9408,1878.2346,1353,TP
NZ_CP009187.1_3046820,221.3065,368.8442,855,TP
NZ_CP009187.1_3056018,371.5093,619.1822,405,TP
NZ_CP009187.1_3059261,445.5664,742.6107,525,TP
NZ_CP009187.1_3086819,1320.1503,2200.2505,1116,TP
NZ_CP009187.1_3111821,259.0228,431.7047,468,TP
NZ_CP009187.1_3113267,103.1089,171.8482,192,TP
NZ_CP009187.1_3113984,513.0131,855.0219,828,TP
NZ_CP009187.1_3116138,246.9762,411.6269,609,TP
NZ_CP009187.1_3118223,812.8539,1354.7566,813,TP
NZ_CP009187.1_3137270,811.7551,1352.9252,750,TP
NZ_CP009187.1_3150170,193.8697,323.1161,546,TP
NZ_CP009187.1_3167867,200.7836,334.6393,333,TP
NZ_CP009187.1_3177536,167.2733,278.7888,282,TP
NZ_CP009187.1_3177821,83.1281,138.5468,264,TP
NZ_CP009187.1_3196430,219.7731,366.2885,420,TP
NZ_CP009187.1_3242969,51.3225,85.5376,312,TP
NZ_CP009187.1_3245444,5629.0508,9381.7510,5631,TP
NZ_CP009187.1_3262247,5848.2715,9747.1191,5484,TP
NZ_CP009187.1_3272213,886.8018,1478.0031,996,TP
NZ_CP009187.1_3283334,1150.6925,1917.8208,1743,TP
NZ_CP009187.1_3331853,60.7678,101.2797,195,TP
NZ_CP009187.1_3342164,674.0447,1123.4078,954,TP
NZ_CP009187.1_3347981,403.2290,672.0483,492,TP
NZ_CP009187.1_3363308,203.8088,339.6814,378,TP
NZ_CP009187.1_3389921,1295.3716,2158.9526,1581,TP
NZ_CP009187.1_3430706,607.1110,1011.8517,609,TP
NZ_CP009187.1_3433691,162.7525,271.2541,399,TP
NZ_CP009187.1_3436778,840.4865,1400.8107,1275,TP
NZ_CP009187.1_3449996,630.4667,1050.7777,927,TP
NZ_CP009187.1_3452924,1319.7366,2199.5608,1419,TP
NZ_CP009187.1_3458210,847.6975,1412.8291,888,TP
NZ_CP009187.1_3464546,755.5417,1259.2362,1140,TP
NZ_CP009187.1_3478778,173.9323,289.8871,396,TP
NZ_CP009187.1_3479699,68.6110,114.3517,252,TP
NZ_CP009187.1_3480758,148.9790,248.2984,531,TP
NZ_CP009187.1_3484808,205.5870,342.6451,303,TP
NZ_CP009187.1_3492146,373.1821,621.9702,1035,TP
NZ_CP009187.1_3496550,619.2627,1032.1045,999,TP
NZ_CP009187.1_3504194,668.5991,1114.3318,1089,TP
NZ_CP009187.1_3506789,1294.1771,2156.9619,1206,TP
NZ_CP009187.1_3508094,1163.0635,1938.4391,972,TP
NZ_CP009187.1_3512627,527.1725,878.6208,711,TP
NZ_CP009187.1_3515411,1829.6926,3049.4875,1338,TP
NZ_CP009187.1_3519281,1044.7899,1741.3165,1233,TP
NZ_CP009187.1_3521138,697.4202,1162.3671,789,TP
NZ_CP009187.1_3522233,1678.3275,2797.2124,1902,TP
NZ_CP009187.1_3550373,207.2113,345.3522,345,TP
NZ_CP009187.1_3554297,282.5774,470.9622,348,TP
NZ_CP009187.1_3559562,103.6439,172.7398,462,TP
NZ_CP009187.1_3565820,278.0363,463.3939,867,TP
NZ_CP009187.1_3567023,2179.3843,3632.3071,1344,TP
NZ_CP009187.1_3571334,130.1248,216.8747,255,TP
NZ_CP009187.1_3592253,527.9699,879.9498,1119,TP
NZ_CP009187.1_3594467,628.6761,1047.7936,966,TP
NZ_CP009187.1_3595712,86.0253,143.3755,255,TP
NZ_CP009187.1_3633674,880.5970,1467.6616,1389,TP
NZ_CP009187.1_3641534,1277.8296,2129.7158,1347,TP
NZ_CP009187.1_3650525,2671.1982,4451.9971,2157,TP
NZ_CP009187.1_3653447,1005.1254,1675.2090,1185,TP
NZ_CP009187.1_3666356,2389.3706,3982.2842,1803,TP
NZ_CP009187.1_3698120,1556.5516,2594.2527,1263,TP
NZ_CP009187.1_3721256,264.7415,441.2358,441,TP
NZ_CP009187.1_3727487,1038.5376,1730.8960,1140,TP
NZ_CP009187.1_3753764,258.7234,431.2056,492,TP
NZ_CP009187.1_3771044,83.9948,139.9913,258,TP
NZ_CP009187.1_3781001,409.6399,682.7332,411,TP
NZ_CP009187.1_3784931,1018.5063,1697.5105,1341,TP
NZ_CP009187.1_3808460,617.3820,1028.9698,927,TP
NZ_CP009187.1_3811634,442.1562,736.9270,711,TP
NZ_CP009187.1_3816254,852.4114,1420.6857,921,TP
NZ_CP009187.1_3817238,650.5740,1084.2900,789,TP
NZ_CP009187.1_3825329,818.5729,1364.2882,888,TP
NZ_CP009187.1_3826547,192.9257,321.5428,411,TP
NZ_CP009187.1_3831725,198.2175,330.3624,411,TP
NZ_CP009187.1_3856910,121.8004,203.0007,477,TP
NZ_CP009187.1_3857396,470.2976,783.8294,843,TP
NZ_CP009187.1_3882833,264.3853,440.6422,609,TP
NZ_CP009187.1_3889361,250.3829,417.3049,507,TP
NZ_CP009187.1_3894092,175.7943,292.9904,297,TP
NZ_CP009187.1_3894425,754.5565,1257.5941,1182,TP
NZ_CP009187.1_3903077,1263.2372,2105.3953,1539,TP
NZ_CP009187.1_3959528,1302.5682,2170.9470,1185,TP
NZ_CP009187.1_3962438,1084.8542,1808.0903,1161,TP
NZ_CP009187.1_3975368,1424.7128,2374.5212,1692,TP
NZ_CP009187.1_3985556,1167.3046,1945.5076,1176,TP
NZ_CP009187.1_3986843,276.2762,460.4604,456,TP
NZ_CP009187.1_3990770,567.8229,946.3715,753,TP
NZ_CP009187.1_3992684,3158.1931,5263.6553,2058,TP
NZ_CP009187.1_3997979,1846.7269,3077.8782,1659,TP
NZ_CP009187.1_4001636,1691.1273,2818.5454,1524,TP
NZ_CP009187.1_4003160,1012.6667,1687.7778,1134,TP
NZ_CP009187.1_4006199,903.4177,1505.6962,1167,TP
NZ_CP009187.1_4013510,334.5562,557.5938,531,TP
NZ_CP009187.1_4019207,517.3904,862.3173,921,TP
NZ_CP009187.1_4026443,1062.1342,1770.2235,1443,TP
NZ_CP009187.1_4070513,465.4815,775.8024,726,TP
NZ_CP009187.1_4073633,1207.5739,2012.6230,1776,TP
NZ_CP009187.1_4080929,52.8187,88.0311,135,TP
NZ_CP009187.1_4088780,2076.7415,3461.2356,2316,TP
NZ_CP009187.1_4091840,756.1946,1260.3242,1038,TP
NZ_CP009187.1_4099646,478.3965,797.3275,864,TP
NZ_CP009187.1_4107791,1753.2064,2922.0107,1956,TP
NZ_CP009187.1_4119794,933.4199,1555.6998,1161,TP
NZ_CP009187.1_4121915,2270.8103,3784.6838,2433,TP
NZ_CP009187.1_4132373,530.8241,884.7068,1146,TP
NZ_CP009187.1_4134725,862.3417,1437.2361,1323,TP
NZ_CP009187.1_4153739,2079.9897,3466.6494,1935,TP
NZ_CP009187.1_4161011,369.7212,616.2019,762,TP
NZ_CP009187.1_4163714,984.9553,1641.5920,1284,TP
NZ_CP009187.1_4168535,756.7880,1261.3132,765,TP
NZ_CP009187.1_4172954,930.1826,1550.3042,1809,TP
NZ_CP009187.1_4186088,298.1135,496.8559,489,TP
NZ_CP009187.1_4195439,198.5913,330.9855,363,TP
NZ_CP009187.1_4196723,175.4395,292.3992,384,TP
NZ_CP009187.1_4205486,151.5366,252.5610,354,TP
NZ_CP009187.1_4214069,194.0577,323.4294,360,TP
NZ_CP009187.1_4218848,1194.4963,1990.8271,825,TP
NZ_CP009187.1_4228346,593.3444,988.9072,915,TP
NZ_CP009187.1_4231319,603.5592,1005.9320,1074,TP
NZ_CP009187.1_4237931,1790.1714,2983.6189,1932,TP
NZ_CP009187.1_4243232,2787.3398,4645.5664,3285,TP
NZ_CP009187.1_4249877,680.6910,1134.4850,1128,TP
NZ_CP009187.1_4282448,1006.8021,1678.0035,1551,TP
NZ_CP009187.1_4286720,491.9439,819.9065,1215,TP
NZ_CP009187.1_4309046,741.2305,1235.3840,1350,TP
NZ_CP009187.1_4324682,92.2399,153.7331,285,TP
NZ_CP009187.1_4338914,590.1728,983.6213,1113,TP
NZ_CP009187.1_4342769,799.2890,1332.1483,552,TP
NZ_CP009187.1_4346480,1725.9106,2876.5176,2244,TP
NZ_CP009187.1_4348826,1591.1599,2651.9331,1776,TP
NZ_CP009187.1_4352273,181.5789,302.6314,303,TP
NZ_CP009187.1_4355006,1055.8834,1759.8057,1536,TP
NZ_CP009187.1_4356692,422.2608,703.7679,843,TP
NZ_CP009187.1_4393448,315.9341,526.5568,747,TP
NZ_CP009187.1_11873,195.9074,326.5123,438,TP
NZ_CP009187.1_18758,1265.1842,2108.6404,1476,TP
NZ_CP009187.1_31823,65.3807,108.9678,144,TP
NZ_CP009187.1_46580,227.1387,378.5645,504,TP
NZ_CP009187.1_77618,1292.2750,2153.7917,1278,TP
NZ_CP009187.1_87797,62.5852,104.3086,207,TP
NZ_CP009187.1_142127,2335.2585,3892.0974,1749,TP
NZ_CP009187.1_164711,395.6966,659.4943,549,TP
NZ_CP009187.1_167270,247.9347,413.2245,411,TP
NZ_CP009187.1_177542,1183.7743,1972.9572,1683,TP
NZ_CP009187.1_181154,582.1556,970.2594,831,TP
NZ_CP009187.1_186494,66.6947,111.1578,129,TP
NZ_CP009187.1_188930,1368.4606,2280.7676,1509,TP
NZ_CP009187.1_209702,648.9247,1081.5411,1110,TP
NZ_CP009187.1_212276,447.5668,745.9446,735,TP
NZ_CP009187.1_219995,1468.2831,2447.1384,1728,TP
NZ_CP009187.1_224723,1331.4758,2219.1262,1848,TP
NZ_CP009187.1_234515,2014.4171,3357.3618,1992,TP
NZ_CP009187.1_238391,2212.3699,3687.2830,2901,TP
NZ_CP009187.1_248114,313.4076,522.3460,792,TP
NZ_CP009187.1_254636,1004.5854,1674.3090,1434,TP
NZ_CP009187.1_259922,407.7731,679.6218,909,TP
NZ_CP009187.1_266300,1683.9314,2806.5522,1464,TP
NZ_CP009187.1_274709,91.4912,152.4853,195,TP
NZ_CP009187.1_274982,879.1868,1465.3113,981,TP
NZ_CP009187.1_281165,1113.6283,1856.0471,1449,TP
NZ_CP009187.1_289811,677.6028,1129.3380,843,TP
NZ_CP009187.1_298115,507.3068,845.5113,747,TP
NZ_CP009187.1_298862,1954.2015,3257.0024,1941,TP
NZ_CP009187.1_300833,347.8010,579.6683,822,TP
NZ_CP009187.1_311513,666.2310,1110.3850,1146,TP
NZ_CP009187.1_312758,1197.6853,1996.1421,1410,TP
NZ_CP009187.1_315782,518.9965,864.9941,633,TP
NZ_CP009187.1_322763,140.6737,234.4562,258,TP
NZ_CP009187.1_328574,819.9034,1366.5057,1134,TP
NZ_CP009187.1_330932,468.9004,781.5007,726,TP
NZ_CP009187.1_356861,879.8161,1466.3601,1203,TP
NZ_CP009187.1_378656,298.7646,497.9410,492,TP
NZ_CP009187.1_385172,642.9661,1071.6101,771,TP
NZ_CP009187.1_414380,251.9314,419.8856,561,TP
NZ_CP009187.1_435470,1417.2877,2362.1462,1299,TP
NZ_CP009187.1_443066,769.5731,1282.6218,1131,TP
NZ_CP009187.1_444221,335.2448,558.7412,594,TP
NZ_CP009187.1_445313,591.6235,986.0391,1212,TP
NZ_CP009187.1_447146,727.4886,1212.4811,897,TP
NZ_CP009187.1_451799,295.5459,492.5765,480,TP
NZ_CP009187.1_459455,3695.2280,6158.7134,2547,TP
NZ_CP009187.1_476678,418.7943,697.9905,642,TP
NZ_CP009187.1_478565,1078.5604,1797.6007,1188,TP
NZ_CP009187.1_498299,1003.9020,1673.1700,1320,TP
NZ_CP009187.1_507131,288.6076,481.0126,630,TP
NZ_CP009187.1_510701,3528.7336,5881.2227,4620,TP
NZ_CP009187.1_515372,180.6126,301.0210,444,TP
NZ_CP009187.1_517802,386.3109,643.8515,594,TP
NZ_CP009187.1_525386,412.5620,687.6033,696,TP
NZ_CP009187.1_527378,696.4517,1160.7527,936,TP
NZ_CP009187.1_530750,1221.7396,2036.2327,1464,TP
NZ_CP009187.1_533090,579.2408,965.4014,699,TP
NZ_CP009187.1_535223,836.5333,1394.2220,1284,TP
NZ_CP009187.1_541487,169.9154,283.1923,423,TP
NZ_CP009187.1_545888,786.2832,1310.4719,915,TP
NZ_CP009187.1_554312,296.9488,494.9147,573,TP
NZ_CP009187.1_567920,510.3106,850.5176,1047,TP
NZ_CP009187.1_569987,330.6528,551.0880,525,TP
NZ_CP009187.1_583700,593.7147,989.5245,951,TP
NZ_CP009187.1_593870,898.0717,1496.7860,909,TP
NZ_CP009187.1_595463,801.2220,1335.3700,924,TP
NZ_CP009187.1_611171,473.7932,789.6552,858,TP
NZ_CP009187.1_636209,979.0710,1631.7849,1254,TP
NZ_CP009187.1_639011,826.5168,1377.5281,903,TP
NZ_CP009187.1_654923,922.7383,1537.8971,1026,TP
NZ_CP009187.1_656009,1508.5165,2514.1941,1461,TP
NZ_CP009187.1_681884,1839.3727,3065.6211,2388,TP
NZ_CP009187.1_694838,249.8085,416.3474,393,TP
NZ_CP009187.1_717152,441.0417,735.0695,741,TP
NZ_CP009187.1_725012,3945.7932,6576.3218,3294,TP
NZ_CP009187.1_728582,571.4017,952.3361,696,TP
NZ_CP009187.1_729326,478.9295,798.2159,840,TP
NZ_CP009187.1_730319,404.6801,674.4669,714,TP
NZ_CP009187.1_737267,952.2266,1587.0443,882,TP
NZ_CP009187.1_738296,852.4689,1420.7815,864,TP
NZ_CP009187.1_753461,170.6076,284.3460,156,TP
NZ_CP009187.1_753692,312.8137,521.3561,717,TP
NZ_CP009187.1_754979,168.5140,280.8567,246,TP
NZ_CP009187.1_755768,134.6573,224.4289,255,TP
NZ_CP009187.1_780041,284.4002,474.0003,375,TP
NZ_CP009187.1_791069,330.2092,550.3487,597,TP
NZ_CP009187.1_819842,551.0071,918.3451,657,TP
NZ_CP009187.1_823682,857.5954,1429.3257,957,TP
NZ_CP009187.1_833885,342.9147,571.5245,558,TP
NZ_CP009187.1_841736,57.3449,95.5748,138,TP
NZ_CP009187.1_848102,1166.4713,1944.1188,1938,TP
NZ_CP009187.1_856472,116.6714,194.4523,207,TP
